행정구역,구로구,동,총인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
서울특별시,강남구,논현2동,"20,074",765,"1,207","2,684","4,037","3,598","3,185","2,159","1,575",741,116,7
서울특별시,강남구,압구정동,"25,300","1,643","2,717","2,517","2,639","4,080","4,337","3,182","2,601","1,350",229,5
서울특별시,강남구,청담동,"26,480","1,588","2,460","3,083","3,684","4,613","4,404","3,368","2,184",952,139,5
서울특별시,강남구,삼성1동,"12,716",646,"1,114","1,474","1,755","1,919","2,163","1,755","1,299",521,69,1
서울특별시,강남구,삼성2동,"30,137","1,644","3,418","3,609","4,511","5,708","5,381","2,710","2,041",997,114,4
서울특별시,강남구,대치1동,"23,538","1,306","5,291","2,135","1,193","5,063","4,384","2,099","1,474",505,84,4
서울특별시,강남구,대치2동,"38,321","2,087","7,044","3,490","3,011","7,497","6,707","4,293","3,111",939,137,5
서울특별시,강남구,대치4동,"18,200",507,"2,136","2,677","3,097","3,200","3,310","1,643","1,064",506,59,1
서울특별시,강남구,역삼1동,"34,346",750,"1,358","5,914","9,722","6,232","4,556","2,996","1,865",834,116,3
서울특별시,강남구,역삼2동,"35,971","1,731","5,720","4,206","4,412","7,732","6,495","2,673","1,961",928,111,2
서울특별시,강남구,도곡1동,"20,798","1,316","2,523","2,304","2,813","3,694","3,290","2,497","1,670",585,105,1
서울특별시,강남구,도곡2동,"30,788","2,027","4,509","3,089","2,675","5,583","5,331","3,480","2,743","1,145",199,7
서울특별시,강남구,개포1동,"26,489","2,166","3,703","2,221","2,768","4,942","4,306","3,418","2,225",644,90,6
서울특별시,강남구,개포2동,"39,997","3,620","5,128","3,814","5,622","7,301","6,439","4,320","2,845",793,112,3
서울특별시,강남구,개포3동,"15,443",889,"1,611","1,196","2,258","2,715","2,116","1,991","1,891",670,100,6
서울특별시,강남구,개포4동,"22,941","1,430","2,098","2,447","3,536","3,724","3,780","3,230","1,927",657,108,4
서울특별시,강남구,세곡동,"45,665","3,162","4,941","4,866","7,400","7,687","6,460","5,520","3,703","1,588",330,8
서울특별시,강남구,일원본동,"22,256","1,511","3,210","1,992","2,440","4,215","3,483","2,853","1,897",514,135,6
서울특별시,강남구,일원1동,"13,986",461,881,"1,653","2,166","1,852","1,985","2,358","1,838",678,112,2
서울특별시,강남구,수서동,"13,403",515,442,896,"1,839","1,463","1,595","2,715","2,736","1,018",172,12
서울특별시,송파구,,"649,212","39,115","57,858","74,319","106,548","105,029","98,656","88,166","55,978","20,092","3,363",88
서울특별시,송파구,풍납1동,"10,508",400,585,993,"1,507","1,331","1,720","2,050","1,313",541,67,1
서울특별시,송파구,풍납2동,"23,026","1,323","1,742","3,136","3,714","3,402","3,442","3,205","2,120",800,137,5
서울특별시,송파구,거여1동,"11,771",394,719,"1,324","1,655","1,436","2,084","2,107","1,405",561,84,2
서울특별시,송파구,거여2동,"22,868","1,406","1,701","2,136","3,357","3,366","3,805","3,593","2,402",949,151,2
서울특별시,송파구,마천1동,"15,017",483,"1,065","1,490","1,686","1,741","2,729","2,933","1,920",862,107,1
서울특별시,송파구,마천2동,"16,801",458,908,"1,632","1,961","1,974","3,011","3,528","2,228",957,144,0
서울특별시,송파구,방이1동,"14,705",767,"1,417","1,744","2,107","2,343","2,362","2,197","1,253",434,77,4
서울특별시,송파구,방이2동,"26,381",764,"1,067","4,509","7,118","3,814","3,256","3,027","1,991",719,114,2
서울특별시,송파구,오륜동,"17,354","1,065","2,417","1,638","1,541","3,055","2,678","2,561","1,827",466,104,2
서울특별시,송파구,오금동,"36,909","1,946","3,061","3,988","5,063","5,236","6,197","6,154","3,732","1,235",289,8
서울특별시,송파구,송파1동,"22,816",832,"1,074","3,505","5,613","3,177","3,048","2,884","1,891",678,111,3
서울특별시,송파구,송파2동,"16,890","1,126","1,734","1,790","2,587","2,912","2,456","2,327","1,404",469,84,1
서울특별시,송파구,석촌동,"29,892",950,"1,461","4,342","7,001","4,374","4,270","3,926","2,502",940,125,1
서울특별시,송파구,삼전동,"28,102",844,"1,640","4,040","6,532","4,324","4,107","3,524","2,143",827,118,3
서울특별시,송파구,가락본동,"24,551","1,225","1,472","2,956","4,632","3,435","3,908","3,950","2,064",780,126,3
서울특별시,송파구,가락1동,"27,101","2,747","3,135","2,076","4,048","5,336","3,476","3,436","2,210",572,62,3
서울특별시,송파구,가락2동,"27,872","1,707","2,845","3,218","4,232","4,557","4,453","3,873","2,102",748,133,4
서울특별시,송파구,문정1동,"19,580","1,012","1,334","2,626","3,616","2,693","2,819","3,098","1,727",560,93,2
서울특별시,송파구,문정2동,"28,540","1,280","1,511","3,910","7,401","4,634","3,462","3,042","2,228",895,173,4
서울특별시,송파구,장지동,"30,717","2,206","2,404","3,205","5,355","4,628","4,568","4,512","2,710",941,183,5
서울특별시,송파구,위례동,"44,813","5,221","6,799","3,970","6,123","9,269","6,492","4,101","2,060",629,142,7
서울특별시,송파구,잠실본동,"26,809",796,"1,381","4,204","6,574","3,978","3,706","3,282","2,065",708,111,4
서울특별시,송파구,잠실2동,"34,473","2,960","5,661","3,332","2,932","7,643","5,983","2,964","2,100",774,123,1
서울특별시,송파구,잠실3동,"33,389","2,233","4,245","3,178","3,159","5,967","5,582","4,393","3,360","1,118",149,5
서울특별시,송파구,잠실4동,"32,985","3,347","3,897","2,859","4,265","6,309","5,035","3,760","2,537",839,131,6
서울특별시,송파구,잠실6동,"16,099","1,132","1,732","1,550","1,863","2,803","2,514","2,305","1,507",575,113,5
서울특별시,송파구,잠실7동,"9,243",491,851,968,906,"1,292","1,493","1,434","1,177",515,112,4
서울특별시,강동구,,"498,222","31,359","44,042","53,590","76,869","81,166","75,054","71,755","45,810","15,986","2,509",82
서울특별시,강동구,강일동,"34,173","2,797","3,752","3,248","4,094","5,540","5,166","4,932","3,253","1,162",222,7
서울특별시,강동구,상일제1동,"38,947","3,768","5,569","2,925","4,434","8,198","5,533","4,861","2,793",741,114,11
서울특별시,강동구,상일제2동,"13,118","1,077","1,601","1,504","1,728","2,090","2,022","1,472","1,089",440,89,6
서울특별시,강동구,명일제1동,"24,773","1,915","2,308","2,307","3,545","4,251","3,672","3,500","2,394",748,131,2
서울특별시,강동구,명일제2동,"16,844",843,"2,425","1,860","1,784","2,921","2,647","2,260","1,615",399,85,5
서울특별시,강동구,고덕제1동,"23,550","1,764","4,198","1,792","2,134","5,269","3,527","2,696","1,591",465,110,4
서울특별시,강동구,고덕제2동,"26,270","2,489","3,182","2,205","3,889","5,251","3,611","3,011","1,950",572,108,2
서울특별시,강동구,암사제1동,"32,412","1,392","2,165","3,560","4,714","4,704","5,407","5,438","3,446","1,370",210,6
서울특별시,강동구,암사제2동,"14,517",995,914,"1,567","2,732","2,148","2,231","2,002","1,270",576,81,1
서울특별시,강동구,암사제3동,"16,835","1,272","2,009","1,542","1,957","3,010","2,603","2,252","1,580",534,72,4
서울특별시,강동구,천호제1동,"23,741",775,"1,313","2,665","3,627","3,131","3,876","4,259","2,843","1,116",134,2
서울특별시,강동구,천호제2동,"36,033","1,549","1,724","4,420","7,163","5,107","5,442","5,629","3,437","1,381",177,4
서울특별시,강동구,천호제3동,"27,770","1,030","1,145","4,199","5,843","3,611","3,998","4,141","2,622","1,016",157,8
서울특별시,강동구,성내제1동,"18,809","1,079","1,443","2,229","3,045","2,882","3,001","2,667","1,752",625,81,5
서울특별시,강동구,성내제2동,"23,768",800,"1,048","3,426","4,966","3,088","3,333","3,580","2,416",979,130,2
서울특별시,강동구,성내제3동,"21,559",798,"1,379","2,771","3,377","3,048","3,603","3,429","2,157",888,108,1
서울특별시,강동구,길동,"46,943","1,998","2,625","6,047","8,256","6,639","7,195","7,490","4,743","1,687",257,6
서울특별시,강동구,둔촌제1동,"33,034","3,481","3,361","2,564","5,488","6,594","4,391","4,214","2,411",439,87,4
서울특별시,강동구,둔촌제2동,"25,126","1,537","1,881","2,759","4,093","3,684","3,796","3,922","2,448",848,156,2
전남광주통합특별시,, ,"3,155,803","175,148","296,419","317,284","345,179","431,689","538,480","520,217","323,081","174,918","32,623",765
전남광주통합특별시,목포시,목포시 ,"198,981","9,424","20,954","20,109","19,215","29,833","35,805","32,073","20,414","9,776","1,349",29
전남광주통합특별시,목포시,용당1동,"8,643",221,528,623,595,"1,011","1,428","1,795","1,578",774,85,5
전남광주통합특별시,목포시,용당2동,"4,262",92,231,258,300,473,679,934,813,423,57,2
전남광주통합특별시,목포시,연동,"3,555",52,195,211,201,378,578,761,736,395,48,0
전남광주통합특별시,목포시,산정동,"8,406",372,903,783,737,"1,137","1,561","1,463",953,436,61,0
전남광주통합특별시,목포시,연산동,"9,494",879,"1,386",891,"1,211","1,857","1,464",974,571,220,41,0
전남광주통합특별시,목포시,원산동,"10,844",387,"1,115","1,176",979,"1,502","2,084","1,922","1,085",527,65,2
전남광주통합특별시,목포시,대성동,"4,346",271,398,381,396,676,732,720,485,253,34,0
전남광주통합특별시,목포시,목원동,"5,786",88,249,376,382,530,"1,001","1,264","1,169",638,86,3
전남광주통합특별시,목포시,동명동,"4,263",81,217,255,248,484,705,841,907,475,48,2
전남광주통합특별시,목포시,삼학동,"5,182",172,537,430,369,720,865,936,767,352,34,0
전남광주통합특별시,목포시,만호동,"2,225",33,66,116,95,234,395,488,493,257,48,0
전남광주통합특별시,목포시,유달동,"3,546",72,163,349,224,385,602,712,598,383,56,2
전남광주통합특별시,목포시,죽교동,"2,459",46,175,200,150,253,404,512,422,262,34,1
전남광주통합특별시,목포시,북항동,"7,870",309,757,728,681,"1,094","1,369","1,489",960,434,48,1
전남광주통합특별시,목포시,용해동,"14,881",714,"2,069","1,521","1,302","2,511","2,669","2,136","1,261",606,89,3
전남광주통합특별시,목포시,이로동,"9,605",534,"1,238",886,816,"1,531","1,601","1,469",989,467,73,1
전남광주통합특별시,목포시,상동,"20,832","1,289","2,062","2,010","2,290","3,174","3,802","3,282","1,973",822,126,2
전남광주통합특별시,목포시,하당동,"14,346",760,"1,401","2,094","1,930","2,307","2,655","1,890",903,363,42,1
전남광주통합특별시,목포시,신흥동,"15,572",705,"1,653","1,824","1,753","2,317","2,914","2,656","1,108",553,89,0
전남광주통합특별시,목포시,삼향동,"4,147",144,423,408,362,576,782,745,446,224,36,1
전남광주통합특별시,목포시,옥암동,"10,073",546,"1,327","1,128","1,023","1,703","1,918","1,425",682,284,36,1
전남광주통합특별시,목포시,부흥동,"7,435",247,672,867,871,"1,078","1,489","1,276",572,311,51,1
전남광주통합특별시,목포시,부주동,"21,209","1,410","3,189","2,594","2,300","3,902","4,108","2,383",943,317,62,1
전남광주통합특별시,여수시,여수시 ,"259,857","13,765","23,513","23,902","27,040","34,959","45,012","45,929","29,973","13,501","2,201",62
전남광주통합특별시,여수시,돌산읍,"2,239",27,57,59,91,139,308,602,542,345,67,2
전남광주통합특별시,여수시,돌산읍우두출장소,"7,821",236,595,505,526,"1,055","1,333","1,645","1,203",606,113,4
전남광주통합특별시,여수시,돌산읍죽포출장소,"1,704",18,41,73,68,78,252,443,432,244,50,5
전남광주통합특별시,여수시,소라면,"20,864","1,447","2,339","1,723","2,362","3,210","3,499","3,530","1,722",896,133,3
전남광주통합특별시,여수시,율촌면,"5,997",154,309,350,383,589,997,"1,370","1,034",660,147,4
전남광주통합특별시,여수시,화양면,"5,779",104,182,280,285,413,937,"1,552","1,148",725,150,3
전남광주통합특별시,여수시,남면,"2,497",33,80,78,83,167,352,671,596,363,72,2
전남광주통합특별시,여수시,화정면,"1,250",10,21,29,45,68,162,329,300,235,48,3
전남광주통합특별시,여수시,화정면개도출장소,737,4,36,17,22,47,129,181,170,110,20,1
전남광주통합특별시,여수시,삼산면,"1,946",29,75,80,106,152,363,583,354,167,34,3
전남광주통합특별시,여수시,동문동,"3,871",119,267,274,318,429,559,715,812,335,43,0
전남광주통합특별시,여수시,한려동,"2,508",48,110,216,236,276,374,454,514,249,31,0
전남광주통합특별시,여수시,중앙동,"3,512",53,168,217,243,335,586,746,763,364,37,0
전남광주통합특별시,여수시,충무동,"3,231",48,128,218,222,274,485,670,716,412,58,0
전남광주통합특별시,여수시,광림동,"5,748",208,337,413,527,659,920,"1,142","1,050",433,59,0
전남광주통합특별시,여수시,서강동,"3,650",125,162,292,344,399,515,739,697,332,44,1
전남광주통합특별시,여수시,대교동,"4,374",87,173,237,281,442,657,940,"1,021",470,65,1
전남광주통합특별시,여수시,국동,"9,543",299,728,691,756,"1,132","1,540","2,114","1,556",658,67,2
전남광주통합특별시,여수시,월호동,"6,891",351,589,529,625,868,"1,076","1,386","1,035",378,53,1
전남광주통합특별시,여수시,여서동,"15,005",492,"1,296","1,382","1,421","1,867","2,587","3,109","1,938",785,126,2
전남광주통합특별시,여수시,문수동,"17,971",938,"1,905","1,748","1,722","2,768","3,148","2,889","1,997",742,110,4
전남광주통합특별시,여수시,미평동,"10,966",415,894,"1,496","1,046","1,333","2,006","2,033","1,182",493,67,1
전남광주통합특별시,여수시,둔덕동,"9,080",408,909,"1,043",832,"1,216","1,839","1,587",894,311,40,1
전남광주통합특별시,여수시,만덕동,"9,883",636,"1,066",786,"1,002","1,518","1,497","1,619","1,180",510,68,1
전남광주통합특별시,여수시,쌍봉동,"31,122","1,987","3,330","3,704","4,022","4,534","5,981","4,510","2,183",748,122,1
전남광주통합특별시,여수시,시전동,"42,978","4,366","5,211","4,392","6,445","7,228","7,316","5,091","2,141",662,120,6
전남광주통합특별시,여수시,여천동,"18,432",610,"1,374","2,118","2,122","2,214","3,683","3,705","1,756",701,143,6
전남광주통합특별시,여수시,주삼동,"7,313",482,"1,006",759,752,"1,329","1,385",813,496,249,41,1
전남광주통합특별시,여수시,삼일동,"1,913",26,72,132,112,148,345,496,356,186,39,1
전남광주통합특별시,여수시,묘도동,"1,032",5,53,61,41,72,181,265,185,132,34,3
전남광주통합특별시,순천시,순천시 ,"273,399","17,553","27,663","28,641","32,636","37,935","47,187","44,012","23,613","11,603","2,501",55
전남광주통합특별시,순천시,승주읍,"2,273",22,72,82,87,126,338,653,449,356,87,1
전남광주통합특별시,순천시,해룡면,"3,992",45,151,224,197,264,691,"1,057",746,489,126,2
전남광주통합특별시,순천시,해룡면상삼출장소,"17,510",988,"1,933","2,482","2,338","2,488","3,778","2,397",711,328,66,1
전남광주통합특별시,순천시,해룡면신대출장소,"32,652","4,153","5,708","2,980","5,318","7,133","4,534","2,014",608,161,41,2
전남광주통합특별시,순천시,서면,"14,924","1,109","1,211","1,195","1,963","1,935","2,479","2,591","1,529",747,164,1
전남광주통합특별시,순천시,황전면,"2,527",20,65,74,72,121,343,681,601,437,110,3
전남광주통합특별시,순천시,월등면,"1,559",13,35,46,60,80,221,458,358,222,64,2
전남광주통합특별시,순천시,주암면,"2,746",29,73,88,119,137,362,749,616,467,103,3
전남광주통합특별시,순천시,송광면,"1,318",4,20,35,43,70,197,369,288,231,58,3
전남광주통합특별시,순천시,외서면,724,9,16,20,19,29,87,216,153,133,40,2
전남광주통합특별시,순천시,낙안면,"2,750",39,93,101,119,151,364,750,612,427,92,2
전남광주통합특별시,순천시,별량면,"4,916",70,179,233,223,301,748,"1,297",958,724,178,5
전남광주통합특별시,순천시,상사면,"2,755",48,90,192,146,162,470,756,475,307,107,2
전남광주통합특별시,순천시,향동,"3,058",70,193,239,216,278,457,623,595,324,62,1
전남광주통합특별시,순천시,매곡동,"6,181",330,513,963,668,693,880,928,694,441,70,1
전남광주통합특별시,순천시,삼산동,"28,541","1,960","2,835","3,644","3,584","3,811","4,729","4,542","2,375",861,193,7
전남광주통합특별시,순천시,조곡동,"6,941",419,561,721,839,876,"1,225","1,190",719,336,53,2
전남광주통합특별시,순천시,덕연동,"38,748","1,787","4,078","4,435","4,172","5,315","7,543","6,989","3,126","1,111",189,3
전남광주통합특별시,순천시,풍덕동,"6,619",197,457,588,553,737,"1,061","1,349","1,050",543,83,1
전남광주통합특별시,순천시,남제동,"7,281",193,433,589,590,728,"1,227","1,613","1,221",582,105,0
전남광주통합특별시,순천시,저전동,"2,448",70,134,180,215,254,366,474,457,258,40,0
전남광주통합특별시,순천시,장천동,"1,689",25,46,130,143,170,283,432,300,127,31,2
전남광주통합특별시,순천시,중앙동,"2,332",52,106,173,217,242,405,492,409,203,32,1
전남광주통합특별시,순천시,도사동,"16,557","1,118","1,897","1,488","1,742","2,631","2,763","2,643","1,476",642,154,3
전남광주통합특별시,순천시,왕조1동,"45,956","3,884","4,946","5,477","6,930","6,907","8,207","6,211","2,304",883,203,4
전남광주통합특별시,순천시,왕조2동,"16,402",899,"1,818","2,262","2,063","2,296","3,429","2,538",783,263,50,1
전남광주통합특별시,나주시,나주시 ,"116,667","8,252","10,527","9,671","14,583","16,338","17,217","18,948","12,305","7,385","1,403",38
전남광주통합특별시,나주시,남평읍,"11,548",730,957,717,"1,161","1,678","1,807","2,259","1,377",710,148,4
전남광주통합특별시,나주시,세지면,"2,245",29,76,114,108,162,300,598,467,325,66,0
전남광주통합특별시,나주시,왕곡면,"2,518",44,72,160,131,181,372,650,491,340,75,2
전남광주통합특별시,나주시,반남면,"1,207",12,26,40,50,83,177,319,262,202,36,0
전남광주통합특별시,나주시,공산면,"1,988",30,100,92,80,147,275,498,402,303,59,2
전남광주통합특별시,나주시,동강면,"2,148",22,67,95,88,136,292,550,463,353,80,2
전남광주통합특별시,나주시,다시면,"3,172",39,94,143,162,212,470,849,651,459,87,6
전남광주통합특별시,나주시,문평면,"1,664",12,33,68,70,92,235,475,337,275,65,2
전남광주통합특별시,나주시,노안면,"4,049",51,98,177,189,255,624,"1,183",802,532,133,5
전남광주통합특별시,나주시,금천면,"6,759",501,434,532,"1,053",850,927,"1,165",753,462,80,2
전남광주통합특별시,나주시,산포면,"2,962",32,101,170,166,232,503,782,559,355,61,1
전남광주통합특별시,나주시,다도면,"1,731",20,45,68,73,91,293,516,325,250,50,0
전남광주통합특별시,나주시,봉황면,"3,652",42,110,182,150,243,545,"1,040",743,512,82,3
전남광주통합특별시,나주시,송월동,"11,294","1,006","1,065","1,361","1,892","1,733","1,790","1,351",696,349,49,2
전남광주통합특별시,나주시,영강동,"2,410",78,122,223,236,260,438,503,335,177,37,1
전남광주통합특별시,나주시,금남동,"4,089",122,240,329,280,377,726,824,681,443,66,1
전남광주통합특별시,나주시,성북동,"7,831",348,833,942,720,"1,020","1,383","1,325",788,410,62,0
전남광주통합특별시,나주시,영산동,"2,666",35,118,140,145,225,383,666,530,344,78,2
전남광주통합특별시,나주시,이창동,"3,059",92,135,274,268,309,496,643,532,257,53,0
전남광주통합특별시,나주시,빛가람동,"39,675","5,007","5,801","3,844","7,561","8,052","5,181","2,752","1,111",327,36,3
전남광주통합특별시,광양시,광양시 ,"156,052","10,664","15,867","15,487","20,363","22,374","29,289","24,648","11,234","4,977","1,126",23
전남광주통합특별시,광양시,광양읍,"49,628","2,931","5,048","4,982","5,782","7,266","9,319","8,089","4,038","1,771",391,11
전남광주통합특별시,광양시,봉강면,"1,936",34,81,117,110,123,335,525,323,215,72,1
전남광주통합특별시,광양시,옥룡면,"2,755",28,91,149,116,148,459,801,517,345,98,3
전남광주통합특별시,광양시,옥곡면,"4,712",172,255,365,469,467,976,"1,075",541,325,67,0
전남광주통합특별시,광양시,진상면,"2,387",23,54,86,99,124,382,659,507,367,85,1
전남광주통합특별시,광양시,진월면,"2,409",42,65,100,96,147,339,631,553,359,75,2
전남광주통합특별시,광양시,다압면,"1,531",21,53,53,58,82,243,459,322,195,45,0
전남광주통합특별시,광양시,골약동,"13,139","2,566","1,270",870,"3,599","2,278","1,214",757,346,188,51,0
전남광주통합특별시,광양시,중마동,"56,887","4,032","6,970","6,604","8,041","9,382","11,849","7,130","2,056",691,130,2
전남광주통합특별시,광양시,광영동,"9,854",363,887,905,862,"1,215","2,193","2,250",857,257,64,1
전남광주통합특별시,광양시,금호동,"9,423",428,"1,036","1,171","1,047","1,015","1,739","1,902",922,145,17,1
전남광주통합특별시,광양시,태인동,"1,391",24,57,85,84,127,241,370,252,119,31,1
전남광주통합특별시,동구,동구 ,"105,328","6,534","7,814","13,309","14,368","14,030","15,359","15,445","11,350","6,143",963,13
전남광주통합특별시,동구,충장동,"5,883",95,138,"1,666","1,234",558,717,666,523,248,38,0
전남광주통합특별시,동구,동명동,"3,434",48,166,802,462,317,434,442,430,288,44,1
전남광주통합특별시,동구,계림1동,"9,708",836,561,942,"1,693","1,367","1,418","1,412",966,443,68,2
전남광주통합특별시,동구,계림2동,"14,458","1,728","1,409","1,185","2,419","2,523","1,880","1,488","1,085",639,101,1
전남광주통합특별시,동구,산수1동,"7,469",358,613,777,899,995,"1,216","1,170",871,487,80,3
전남광주통합특별시,동구,산수2동,"9,136",420,674,801,953,"1,115","1,459","1,657","1,253",711,92,1
전남광주통합특별시,동구,지산1동,"3,900",83,293,956,338,408,532,546,427,274,43,0
전남광주통합특별시,동구,지산2동,"4,018",96,295,801,331,389,668,614,466,310,48,0
전남광주통합특별시,동구,서남동,"3,477",33,152,"1,309",451,286,368,381,299,166,32,0
전남광주통합특별시,동구,학동,"6,952",484,571,787,852,975,"1,001",961,816,450,55,0
전남광주통합특별시,동구,학운동,"10,292",314,776,954,848,"1,092","1,579","1,908","1,657",995,165,4
전남광주통합특별시,동구,지원1동,"8,648",546,713,793,"1,077","1,163","1,323","1,443","1,050",461,78,1
전남광주통합특별시,동구,지원2동,"17,953","1,493","1,453","1,536","2,811","2,842","2,764","2,757","1,507",671,119,0
전남광주통합특별시,서구,서구 ,"274,234","14,167","26,242","34,435","34,241","39,701","49,149","40,369","23,356","10,722","1,806",46
전남광주통합특별시,서구,양동,"2,653",56,91,172,203,241,405,548,523,352,61,1
전남광주통합특별시,서구,양3동,"3,986",187,335,293,394,568,621,697,591,266,34,0
전남광주통합특별시,서구,농성1동,"11,181",494,556,"1,477","1,699","1,421","1,890","1,584","1,265",699,95,1
전남광주통합특별시,서구,농성2동,"4,110",74,149,553,524,480,652,796,543,299,40,0
전남광주통합특별시,서구,광천동,"4,875",356,409,477,696,773,893,670,399,175,25,2
전남광주통합특별시,서구,유덕동,"9,763",462,987,"1,184","1,220","1,487","1,980","1,295",724,367,56,1
전남광주통합특별시,서구,치평동,"28,760","1,364","2,555","4,200","4,481","4,131","5,110","3,987","1,794",940,196,2
전남광주통합특별시,서구,상무1동,"24,477","1,105","2,095","3,990","3,613","3,626","4,253","3,219","1,754",731,88,3
전남광주통합특별시,서구,상무2동,"21,767",630,"1,340","3,427","2,898","2,558","3,408","3,699","2,436","1,191",174,6
전남광주통합특별시,서구,화정1동,"15,415",597,922,"2,482","2,458","2,112","2,392","2,092","1,410",781,165,4
전남광주통합특별시,서구,화정2동,"18,973","1,611","2,607","1,572","2,137","3,661","2,644","2,442","1,618",591,88,2
전남광주통합특별시,서구,화정3동,"8,486",284,731,971,827,"1,050","1,397","1,604","1,064",456,100,2
전남광주통합특별시,서구,화정4동,"18,721","1,404","1,858","1,760","2,414","2,740","2,789","3,112","1,854",681,105,4
전남광주통합특별시,서구,서창동,"7,299",517,624,674,880,954,"1,401","1,235",627,307,77,3
전남광주통합특별시,서구,금호1동,"20,816","1,188","1,927","2,189","2,521","2,665","3,787","3,616","1,958",793,170,2
전남광주통합특별시,서구,금호2동,"25,407","1,503","3,131","3,222","2,647","3,836","5,488","3,320","1,514",630,109,7
전남광주통합특별시,서구,풍암동,"32,862","1,559","3,810","4,204","3,332","4,979","7,171","4,377","2,215","1,046",165,4
전남광주통합특별시,서구,동천동,"14,683",776,"2,115","1,588","1,297","2,419","2,868","2,076","1,067",417,58,2
전남광주통합특별시,남구,남구 ,"205,051","12,050","22,947","20,622","22,630","31,642","32,542","30,304","20,819","9,822","1,632",41
전남광주통합특별시,남구,양림동,"6,058",173,590,616,471,758,"1,016",985,884,482,82,1
전남광주통합특별시,남구,방림1동,"6,097",377,653,558,697,970,964,824,664,356,33,1
전남광주통합특별시,남구,방림2동,"8,823",447,755,827,919,"1,109","1,425","1,498","1,156",583,100,4
전남광주통합특별시,남구,봉선1동,"13,333",586,"1,431","1,487","1,497","1,954","2,155","1,987","1,390",692,147,7
전남광주통합특별시,남구,봉선2동,"27,101","2,061","5,007","2,323","2,065","5,363","4,388","3,030","1,844",847,168,5
전남광주통합특별시,남구,사직동,"4,309",168,231,401,452,538,691,766,628,388,44,2
전남광주통합특별시,남구,월산동,"11,033",870,785,978,"1,659","1,632","1,671","1,557","1,177",598,106,0
전남광주통합특별시,남구,월산4동,"7,447",142,433,813,847,933,"1,185","1,452","1,061",499,81,1
전남광주통합특별시,남구,월산5동,"5,406",97,258,573,601,555,862,"1,160",830,412,57,1
전남광주통합특별시,남구,백운1동,"11,079",503,"1,092","1,081","1,103","1,558","1,743","1,847","1,378",663,110,1
전남광주통합특별시,남구,백운2동,"6,696",365,473,909,968,912,998,"1,005",655,358,52,1
전남광주통합특별시,남구,주월1동,"19,897","1,093","2,073","2,222","2,237","2,954","3,451","3,020","1,942",783,121,1
전남광주통합특별시,남구,주월2동,"6,871",219,483,605,632,860,"1,104","1,399","1,050",463,54,2
전남광주통합특별시,남구,진월동,"26,794","1,242","3,664","3,242","2,366","4,024","4,611","3,873","2,419","1,167",184,2
전남광주통합특별시,남구,효덕동,"14,725",797,"1,647","1,608","1,850","2,317","2,126","2,124","1,569",584,98,5
전남광주통합특별시,남구,송암동,"20,375","2,202","2,675","1,769","3,067","3,971","2,791","2,261","1,176",389,69,5
전남광주통합특별시,남구,대촌동,"9,007",708,697,610,"1,199","1,234","1,361","1,516",996,558,126,2
전남광주통합특별시,북구,북구 ,"416,582","24,900","39,332","47,826","53,736","60,542","70,435","63,804","36,648","16,567","2,734",58
전남광주통합특별시,북구,중흥1동,"4,007",127,141,593,776,497,542,612,460,222,37,0
전남광주통합특별시,북구,중흥동,"14,827",912,"1,062","2,297","2,323","2,152","2,167","1,674","1,404",729,105,2
전남광주통합특별시,북구,중앙동,"3,423",212,163,459,600,497,530,484,315,139,21,3
전남광주통합특별시,북구,임동,"13,908","1,343",891,"1,257","2,899","2,103","1,929","1,681","1,201",531,73,0
전남광주통합특별시,북구,신안동,"11,699",443,587,"1,733","1,801","1,515","1,857","1,842","1,186",640,92,3
전남광주통합특별시,북구,용봉동,"35,625","1,623","3,092","6,294","4,226","4,466","6,015","5,495","2,900","1,317",196,1
전남광주통합특별시,북구,운암1동,"17,394",986,"2,127","1,832","1,806","2,604","2,904","2,617","1,787",635,94,2
전남광주통합특별시,북구,운암2동,"10,251",310,740,"1,040","1,034","1,231","1,682","2,054","1,379",696,81,4
전남광주통합특별시,북구,운암3동,"20,068","1,886","2,073","1,943","3,395","3,076","2,862","2,774","1,438",508,109,4
전남광주통합특별시,북구,동림동,"20,799","1,316","1,876","2,052","2,753","3,248","3,639","3,300","1,800",705,108,2
전남광주통합특별시,북구,우산동,"15,188","1,165","1,339","1,289","1,931","2,314","2,144","2,283","1,785",793,142,3
전남광주통합특별시,북구,풍향동,"4,844",320,440,461,535,793,814,714,497,231,39,0
전남광주통합특별시,북구,문화동,"22,051","1,686","1,696","2,013","3,252","3,191","3,389","3,602","2,144",916,158,4
전남광주통합특별시,북구,문흥1동,"14,024",592,"1,524","1,583","1,327","1,786","2,546","2,591","1,367",615,92,1
전남광주통합특별시,북구,문흥2동,"13,807",523,"1,089","1,917","1,566","1,742","2,313","2,404","1,376",753,121,3
전남광주통합특별시,북구,두암1동,"6,595",146,403,747,638,650,"1,165","1,308",990,491,56,1
전남광주통합특별시,북구,두암2동,"13,809",383,999,"1,406","1,331","1,702","2,386","2,822","1,863",802,113,2
전남광주통합특별시,북구,두암3동,"11,398",203,545,923,944,"1,024","1,913","2,791","1,890",993,171,1
