"주소1","주소2","주소3","주소4","학교명","분류","국어","영어","수학","평균","특목고계"
"전북","무주군","안성면","사전리","안성중학교","공립","78.7","75.6","72.0","75.4",""
"경기","의왕시","월암동","","의왕부곡중학교","공립","78.7","73.1","78.4","76.7","1"
"전남","나주시","노안면","","노안중학교","공립","78.7","67.2","71.6","72.5","0"
"경기","안산시","단원구","와동","와동중학교","공립","78.7","64.5","64.6","69.3","0"
"서울","양천구","","","봉영여자중학교","사립","78.7","80.0","78.6","79.1","0"
"서울","강남구","일원동","","중동중학교","사립","78.7","82.5","77.4","79.5","7"
"경기","광명시","","","철산중학교","공립","78.7","80.6","80.4","79.9","10"
"경기","양평군","서종면","문호리","서종중학교","사립","78.7","79.9","82.9","80.5","0"
"울산","북구","호계동","","농소중학교","공립","78.6","75.1","71.9","75.2","3"
"서울","성북구","","","서울대학교사범대학부설중학교","","78.6","78.3","70.4","75.8","6"
"경기","안양시","동안구","호계동","신기중학교","공립","78.6","83.7","79.0","80.4","11"
"광주","광산구","임곡동","","임곡중학교","사립","78.6","67.2","61.8","69.2","0"
"서울","강서구","","","마포중학교","사립","78.6","68.9","75.4","74.3","2"
"울산","동구","화정동","","방어진중학교","공립","78.6","68.4","79.6","75.5","1"
"서울","노원구","","","태랑중학교","공립","78.6","75.8","79.6","78.0","12"
"충남","공주시","유구읍","석남리","유구중학교","공립","78.6","62.2","68.2","69.7","1"
"부산","서구","","","부산중앙여자중학교","공립","78.6","75.9","80.0","78.2","1"
"경기","수원시","영통구","원천동","광교호수중학교","공립","78.6","76.6","75.0","76.7","12"
"경남","창원시","의창구","명서동","명서중학교","공립","78.6","60.8","61.4","66.9","5"
"경기","남양주시","","","남양주다산중학교","공립","78.6","83.0","76.5","79.4","8"
"전북","군산시","회현면","대정리","회현중학교","공립","78.5","65.2","79.5","74.4",""
"부산","북구","화명동","","명진중학교","공립","78.5","80.3","79.9","79.6","8"
"경기","화성시","남양읍","역골중앙로","신백중학교","공립","78.5","78.9","78.7","78.7","1"
"대구","달서구","","","성곡중학교","공립","78.5","72.1","68.6","73.1","0"
"충북","음성군","음성읍","평곡리","음성여자중학교","공립","78.5","73.9","73.6","75.3","0"
"서울","강북구","우이동","","서라벌중학교","사립","78.5","66.3","61.1","68.6","1"
"서울","동작구","상도동","","상현중학교","공립","78.5","74.9","70.2","74.5","7"
"경북","상주시","낙동면","상촌리","낙운중학교","공립","78.5","63.1","68.9","70.2","1"
"전남","나주시","다시면","","나주다시중학교","공립","78.5","67.3","72.9","72.9","0"
"대전","서구","관저동","","대전관저중학교","공립","78.5","69.7","73.4","73.9","9"
"울산","북구","화봉동","","화봉중학교","공립","78.5","73.8","76.2","76.2","1"
"서울","광진구","광장동","","광남중학교","공립","78.5","84.8","76.5","79.9","16"
"강원","횡성군","갑천면","매일리","갑천중학교","공립","78.5","62.5","69.3","70.1",""
"서울","서초구","","","서일중학교","공립","78.5","83.7","80.7","81.0","8"
"경기","군포시","산본동","","궁내중학교","공립","78.5","76.8","81.6","79.0","19"
"충남","서천군","기산면","충절로","동강중학교","사립","78.5","66.7","71.1","72.1","1"
"경기","연천군","백학면","두일리","백학중학교","공립","78.4","73.2","68.7","73.4","1"
"서울","서대문구","홍은동","","정원여자중학교","사립","78.4","73.2","76.2","75.9","4"
"서울","강남구","","","언주중학교","공립","78.4","85.3","76.3","80.0","9"
"충북","단양군","단성면","월악로","단성중학교","공립","78.4","69.5","65.9","71.3","0"
"경기","하남시","선동","","은가람중학교","공립","78.4","78.8","78.5","78.6","2"
"대전","유성구","신성동","","성덕중학교","사립","78.4","77.1","76.3","77.3","5"
"부산","사상구","엄궁동","","엄궁중학교","공립","78.4","69.5","78.1","75.3","2"
"충북","청주시","서원구","모충동","충북여자중학교","사립","78.4","63.5","65.9","69.3","0"
"대전","서구","관저동","","대전느리울중학교","공립","78.4","68.2","73.4","73.3","0"
"전북","전주시","덕진구","","전주오송중학교","공립","78.4","72.3","69.3","73.3",""
"경기","광주시","태전동","","광주광남중학교","공립","78.4","79.6","80.7","79.6","1"
"경기","수원시","권선구","금곡동","칠보중학교","공립","78.4","75.7","73.2","75.8","0"
"서울","용산구","이촌동","","용강중학교","공립","78.3","73.9","79.3","77.2","14"
"경기","구리시","교문동","","교문중학교","공립","78.3","76.6","71.6","75.5","2"
"울산","울주군","언양읍","서부리","신언중학교","공립","78.3","75.5","75.2","76.3","2"
"강원","삼척시","근덕면","교가리","근덕중학교","공립","78.3","56.7","88.8","74.6",""
"전북","익산시","웅포면","고창리","웅포중학교","공립","78.3","60.0","77.7","72.0",""
"전남","진도군","의신면","돈지리","의신중학교","사립","78.3","55.9","68.1","67.4","0"
"서울","강서구","염창동","","염창중학교","공립","78.3","75.6","78.9","77.6","6"
"경남","남해군","설천면","금음리","설천중학교","공립","78.3","67.9","84.4","76.9","0"
"전남","고흥군","동강면","","동강중학교","사립","78.3","70.6","63.5","70.8","0"
"경기","용인시","수지구","상현동","서원중학교","공립","78.3","75.6","76.6","76.8","18"
"전북","부안군","백산면","오곡리","백산중학교","사립","78.3","68.5","71.2","72.7",""
"부산","남구","","","용호중학교","공립","78.3","79.9","68.3","75.5","5"
"경기","포천시","소흘읍","송우리","송우중학교","공립","78.3","77.4","64.1","73.3","5"
"서울","성북구","","","고려대학교사범대학부속중학교","사립","78.3","69.3","68.2","71.9","7"
"경기","수원시","팔달구","","정천중학교","공립","78.3","76.1","75.2","76.5","10"
"광주","광산구","산월동","","월봉중학교","공립","78.3","69.5","74.9","74.2","1"
"경남","거창군","위천면","남산리","거창덕유중학교","공립","78.3","49.9","71.8","66.7","0"
"전남","장흥군","관산읍","죽교리","장흥관산중학교","공립","78.3","66.8","66.9","70.7","0"
"인천","중구","","","신흥여자중학교","공립","78.3","65.1","76.4","73.3","2"
"충남","논산시","부창동","","쌘뽈여자중학교","사립","78.3","80.8","74.9","78.0","0"
"부산","북구","","","백양중학교","공립","78.3","79.3","74.9","77.5","2"
"충남","서천군","비인면","성내리","비인중학교","공립","78.3","66.3","74.7","73.1","0"
"인천","중구","운남동","","영종중학교","공립","78.3","79.8","70.5","76.2","3"
"부산","사상구","주례동","","동주중학교","공립","78.3","69.8","81.3","76.5","0"
"부산","강서구","명지동","","명호중학교","공립","78.3","80.4","69.8","76.2","6"
"대전","동구","충정로","","동대전중학교","공립","78.3","73.8","72.6","74.9","2"
"대전","유성구","상대동","","유성중학교","공립","78.2","76.4","73.3","76.0","9"
"서울","마포구","대흥동","","숭문중학교","사립","78.2","75.1","78.1","77.1","4"
"경기","고양시","덕양구","","신원중학교","공립","78.2","84.2","77.4","79.9","4"
"전남","순천시","","","순천세빛중학교","공립","78.2","75.3","72.2","75.2","0"
"서울","강남구","","","대청중학교","공립","78.2","90.1","76.1","81.5","18"
"경기","용인시","수지구","상현동","상현중학교","공립","78.2","76.5","74.4","76.4","12"
"울산","울주군","웅촌면","곡천리","웅촌중학교","공립","78.2","71.1","78.4","75.9","0"
"대구","달성군","화원읍","명곡리","달성중학교","공립","78.2","74.1","69.1","73.8","0"
"부산","동구","수정동","","경남여자중학교","공립","78.2","77.8","75.4","77.1","2"
"제주","제주시","일도이동","","제주동여자중학교","공립","78.2","68.8","66.0","71.0","3"
"충북","옥천군","안내면","인포리","안내중학교","공립","78.2","58.8","73.8","70.3","0"
"울산","남구","달동","","동평중학교","공립","78.2","72.7","77.9","76.3","3"
"부산","해운대구","좌동","","신도중학교","공립","78.2","79.4","81.0","79.5","7"
"경남","창원시","성산구","성주동","삼정자중학교","공립","78.2","76.7","76.8","77.2","19"
"경기","용인시","수지구","성복동","성복중학교","공립","78.2","76.6","78.0","77.6","18"
"충남","공주시","탄천면","삼각리","탄천중학교","공립","78.1","68.7","78.4","75.1","0"
"경기","부천시","원미구","중동","부천중학교","공립","78.1","70.4","66.6","71.7","7"
"울산","울주군","범서읍","굴화리","장검중학교","공립","78.1","80.4","81.5","80.0","1"
"경북","구미시","원평동","","구미여자중학교","공립","78.1","75.3","73.9","75.8","3"
"충북","충주시","엄정면","용산리","신명중학교","사립","78.1","61.3","70.7","70.0","0"
"경기","남양주시","호평동","","호평중학교","공립","78.1","74.2","81.0","77.8","2"
"울산","중구","서동","","외솔중학교","공립","78.1","77.5","81.4","79.0","2"
"경기","하남시","","","신장중학교","공립","78.1","76.8","76.3","77.1","0"
"강원","양구군","양구읍","정림리","석천중학교","공립","78.1","68.4","69.7","72.1",""
"광주","북구","","","운암중학교","공립","78.1","64.6","72.8","71.8","3"
"충남","예산군","오가면","역탑리","임성중학교","사립","78.1","76.7","65.8","73.5","0"
"광주","광산구","월계동","","첨단중학교","공립","78.1","73.0","67.4","72.8","0"
"서울","은평구","진관동","","신도중학교","공립","78.1","78.1","72.7","76.3","11"
"전남","영암군","영암읍","","영암중학교","공립","78.1","77.3","74.8","76.7","0"
"경기","여주시","대신면","후포리","대신중학교","사립","78.1","79.8","74.1","77.3","0"
"전남","여수시","봉강동","","여수진성중학교","사립","78.1","64.2","69.2","70.5","0"
"경남","밀양시","청도면","인산리","미리벌중학교","공립","78.1","72.5","60.9","70.5","1"
"경남","창원시","마산회원구","","양덕여자중학교","공립","78.1","66.9","74.3","73.1","10"
"경기","성남시","분당구","이매로","송림중학교","사립","78.1","61.7","65.5","68.4","2"
"경북","칠곡군","지천면","","신동중학교","공립","78.0","65.5","83.8","75.8","0"
"충북","보은군","삼승면","내망리","속리산중학교","공립","78.0","72.6","68.5","73.0","1"
"전남","나주시","삼영동","","영산중학교","사립","78.0","60.6","72.0","70.2","0"
"경남","사천시","송포동","","남양중학교","사립","78.0","71.1","77.4","75.5","0"
"서울","강북구","","","수유중학교","공립","78.0","71.0","68.0","72.3","2"
"전북","장수군","계남면","화양리","계남중학교","공립","78.0","52.8","73.8","68.2",""
"경기","수원시","영통구","하동","이의중학교","공립","78.0","75.3","74.9","76.1","5"
"강원","영월군","김삿갓면","옥동리","옥동중학교","공립","78.0","72.0","71.3","73.8",""
"서울","은평구","구산동","","은평중학교","공립","78.0","79.2","72.9","76.7","3"
"경기","수원시","영통구","원천동","중앙기독중학교","사립","78.0","78.9","81.0","79.3","3"
"경기","오산시","","","대호중학교","공립","78.0","71.6","74.8","74.8","0"
"경기","수원시","영통구","청명북로","청명중학교","공립","78.0","75.1","74.3","75.8","3"
"전북","순창군","동계면","관전리","동계중학교","공립","78.0","66.3","66.5","70.3",""
"울산","중구","태화동","","학성여자중학교","공립","78.0","79.3","80.0","79.1","4"
"서울","강서구","내발산동","","화곡중학교","사립","78.0","72.5","78.0","76.2","1"
"경북","영덕군","병곡면","병곡리","병곡중학교","공립","78.0","55.0","68.0","67.0","0"
"전남","장성군","황룡면","","장성황룡중학교","공립","78.0","62.3","68.6","69.6","2"
"서울","관악구","대학동","","삼성중학교","공립","78.0","73.5","65.9","72.5","0"
"충북","청주시","청원구","오창읍","생명중학교","공립","78.0","72.0","74.1","74.7","0"
"울산","울주군","범서읍","천상리","천상중학교","공립","78.0","79.8","76.3","78.0","3"
"경기","시흥시","대야동","","대흥중학교","공립","78.0","71.9","68.6","72.8","1"
"부산","남구","","","대천중학교","공립","78.0","69.0","70.5","72.5","7"
"경기","성남시","중원구","","금광중학교","공립","78.0","64.7","74.4","72.4","3"
