"주소1","주소2","주소3","주소4","학교명","분류","국어","영어","수학","평균","특목고계"
"광주","서구","금호동","","금호중학교","공립","74.0","66.2","66.5","68.9","2"
"부산","영도구","동삼동","","부산체육중학교","공립","74.0","65.1","69.6","69.6","0"
"서울","영등포구","","","당산서중학교","공립","74.0","73.8","69.9","72.6","8"
"전남","여수시","삼산면","덕촌리","거문중학교","공립","74.0","77.5","83.5","78.3","0"
"대구","서구","중리동","","서남중학교","공립","74.0","58.8","73.9","68.9","1"
"경기","용인시","기흥구","언남동","언동중학교","공립","74.0","73.3","70.8","72.7","1"
"전북","전주시","완산구","","전주해성중학교","사립","74.0","70.3","68.3","70.9",""
"경북","상주시","계산동","","성신여자중학교","사립","74.0","66.4","75.5","72.0","2"
"경북","김천시","율곡동","","율곡중학교","공립","74.0","68.2","80.1","74.1","5"
"대구","북구","태전동","","관천중학교","공립","74.0","69.3","61.5","68.3","2"
"경북","청도군","청도읍","","청도중학교","사립","74.0","50.7","73.6","66.1","0"
"서울","서초구","반포동","","방배중학교","공립","74.0","73.8","78.7","75.5","4"
"대구","동구","백안동","","공산중학교","사립","74.0","66.1","73.8","71.3","2"
"충남","천안시","동남구","신방동","천안새샘중학교","공립","74.0","70.0","73.6","72.5","4"
"광주","광산구","목련로","","운남중학교","공립","73.9","58.3","66.1","66.1","1"
"충북","청원군","오창읍","양청리","양청중학교","공립","73.9","76.3","73.2","74.5","6"
"충남","천안시","동남구","원성동","천안여자중학교","공립","73.9","69.1","68.6","70.5","3"
"경기","의왕시","포일동","","백운중학교","공립","73.9","73.6","74.7","74.1","5"
"충북","충주시","주덕읍","신중리","주덕중학교","공립","73.9","66.5","60.3","66.9","0"
"인천","서구","","","동인천여자중학교","공립","73.9","75.2","77.3","75.5","2"
"경기","부천시","원미구","","부천부흥중학교","공립","73.9","65.3","70.2","69.8","1"
"대구","중구","대봉동","","경북대학교사범대학부설중학교","","73.9","70.6","68.5","71.0","7"
"경기","수원시","팔달구","우만동","동성중학교","공립","73.9","73.2","68.8","72.0","0"
"경기","화성시","동탄순환대로","","치동중학교","공립","73.9","76.7","74.1","74.9","0"
"경기","포천시","가산면","감암리","경북중학교","공립","73.9","59.5","64.6","66.0","0"
"경북","포항시","남구","대송면","대송중학교","공립","73.9","55.6","58.6","62.7","0"
"경기","여주시","세종로","","세종중학교","공립","73.9","74.7","68.3","72.3","1"
"경북","칠곡군","왜관읍","","왜관중학교","공립","73.9","61.7","65.5","67.0","0"
"경북","경주시","충효동","","문화중학교","사립","73.9","59.0","55.8","62.9","1"
"경기","부천시","소사구","범박동","부천일신중학교","공립","73.9","70.6","73.0","72.5","8"
"경기","성남시","수정구","태평동","태평중학교","공립","73.9","73.4","72.4","73.2","0"
"서울","마포구","합정동","","성산중학교","공립","73.9","74.2","71.8","73.3","1"
"충남","태안군","원북면","마산리","원이중학교","공립","73.9","75.3","73.8","74.3","0"
"대구","수성구","","","범일중학교","공립","73.9","69.0","66.1","69.7","0"
"세종","소담동","","","소담중학교","공립","73.9","70.2","68.2","70.8","6"
"전남","광양시","광양읍","","희양중학교","공립","73.9","61.5","69.7","68.4","1"
"경기","파주시","목동동","","산내중학교","공립","73.9","73.7","78.7","75.4","6"
"전남","광양시","광영동","","광영중학교","공립","73.9","68.8","65.3","69.3","0"
"부산","해운대구","","","반여중학교","공립","73.9","69.1","73.4","72.1","0"
"전북","전주시","완산구","","전주근영중학교","사립","73.9","68.1","72.8","71.6",""
"강원","원주시","지정면","","섬강중학교","공립","73.9","64.6","61.2","66.6",""
"충북","진천군","덕산읍","예지로","서전중학교","공립","73.8","73.1","68.4","71.8","5"
"경기","고양시","일산서구","주엽동","발산중학교","공립","73.8","75.0","78.0","75.6","11"
"충북","옥천군","옥천읍","문정리","옥천여자중학교","공립","73.8","69.3","72.1","71.7","0"
"충북","영동군","추풍령면","추풍령리","추풍령중학교","사립","73.8","64.2","58.2","65.4","0"
"전남","광양시","진상면","","진상중학교","공립","73.8","63.8","65.5","67.7","0"
"경남","진주시","충무공동","","대곡중학교","공립","73.8","69.6","71.4","71.6","3"
"서울","동작구","대방동","","강남중학교","공립","73.8","68.2","77.6","73.2","1"
"경기","가평군","설악면","신천리","설악중학교","공립","73.8","75.3","79.1","76.1","0"
"제주","제주시","추자면","신양리","추자중학교","공립","73.8","71.1","64.0","69.6","0"
"경기","남양주시","진접읍","","진접중학교","공립","73.8","68.7","72.0","71.5","1"
"충북","청주시","흥덕구","가경동","경덕중학교","공립","73.8","68.7","75.5","72.7","6"
"경북","구미시","산동면","","구미인덕중학교","공립","73.8","63.4","79.3","72.2","5"
"전남","화순군","화순읍","","화순제일중학교","공립","73.8","63.7","62.3","66.6","0"
"전남","완도군","고금면","","고금중학교","공립","73.8","62.7","76.1","70.9","0"
"경기","이천시","대월면","초지리","대월중학교","공립","73.8","77.2","72.4","74.5","0"
"경기","여주시","가남읍","심석리","여주제일중학교","사립","73.8","59.1","59.0","64.0","0"
"충북","충주시","앙성면","용포리","앙성중학교","공립","73.8","71.3","68.1","71.1","0"
"충남","아산시","온천동","","아산중학교","사립","73.8","66.2","69.1","69.7","1"
"부산","강서구","지사동","","지사중학교","공립","73.7","73.0","72.0","72.9","0"
"부산","사하구","다대동","","다대중학교","공립","73.7","72.1","71.4","72.4","0"
"경남","사천시","용강동","","삼천포제일중학교","공립","73.7","69.4","71.8","71.6","0"
"충북","단양군","단양읍","도전리","단양중학교","공립","73.7","70.1","65.6","69.8","0"
"충북","청주시","흥덕구","신봉동","대성중학교","사립","73.7","61.7","74.9","70.1","3"
"경남","거창군","거창읍","상림리","혜성여자중학교","사립","73.7","60.0","63.9","65.9","0"
"서울","관악구","신림동","","난우중학교","공립","73.7","67.9","63.0","68.2","1"
"전남","영광군","백수읍","","영광백수중학교","공립","73.7","81.1","77.2","77.3","0"
"충남","당진군","신평면","금천리","신평중학교","사립","73.7","65.3","56.5","65.2","0"
"경기","연천군","전곡읍","","전곡중학교","공립","73.7","70.7","84.0","76.1","4"
"대전","중구","대흥동","","대전여자중학교","공립","73.7","74.4","71.4","73.2","0"
"충북","충주시","대소원면","","충주대소원중학교","공립","73.7","75.5","68.1","72.4","0"
"충북","청주시","흥덕구","가경동","서경중학교","공립","73.7","66.8","69.9","70.1","7"
"경북","경주시","용강동","","근화여자중학교","사립","73.7","57.6","63.6","65.0","1"
"전남","목포시","","","목포청호중학교","공립","73.7","64.6","70.1","69.5","0"
"전북","전주시","완산구","","전주양지중학교","공립","73.7","67.7","70.5","70.6",""
"인천","연수구","","","인천여자중학교","공립","73.7","70.0","64.3","69.3","3"
"경기","남양주시","화도읍","","천마중학교","공립","73.7","81.3","66.9","74.0","0"
"서울","영등포구","대림동","","대림중학교","공립","73.7","69.8","70.9","71.5","0"
"인천","연수구","","","연성중학교","공립","73.7","76.0","66.4","72.0","10"
"대전","유성구","덕명동","","대전덕명중학교","공립","73.7","74.0","71.7","73.1","2"
"전남","여수시","화장동","","무선중학교","공립","73.7","64.7","72.1","70.2","0"
"인천","중구","운남동","","인천하늘중학교","공립","73.6","59.4","62.8","65.3","3"
"부산","동래구","사직동","","사직중학교","공립","73.6","72.7","76.7","74.3","12"
"울산","동구","화정동","","화진중학교","공립","73.6","73.6","71.7","73.0","2"
"경북","울진군","북면","부구리","부구중학교","공립","73.6","84.6","76.5","78.2","1"
"경기","광명시","","","광명북중학교","공립","73.6","77.0","76.2","75.6","1"
"충남","천안시","동남구","목천읍","목천중학교","공립","73.6","59.0","56.8","63.1","1"
"전북","전주시","덕진구","","전주용소중학교","공립","73.6","61.9","71.2","68.9",""
"경기","성남시","분당구","운중동","운중중학교","공립","73.6","78.0","82.0","77.9","14"
"경기","안산시","상록구","월피동","광덕중학교","공립","73.6","62.4","66.0","67.3","2"
"전남","순천시","해룡면","상삼리","순천왕의중학교","공립","73.6","70.9","72.3","72.3","0"
"대구","달서구","용산동","","성서중학교","공립","73.6","69.6","68.2","70.5","8"
"경기","용인시","기흥구","동백동","용인백현중학교","공립","73.6","79.1","73.5","75.4","1"
"서울","광진구","화양동","","건국대학교사범대학부속중학교","사립","73.6","71.9","80.2","75.2","4"
"대구","달서구","송현동","","송현여자중학교","사립","73.6","68.5","66.3","69.5","0"
"서울","금천구","","","시흥중학교","공립","73.6","73.5","71.5","72.9","1"
"광주","북구","일곡동","","일신중학교","공립","73.6","72.9","65.8","70.8","0"
"경남","창원시","마산회원구","내서읍","호계중학교","공립","73.5","65.7","70.7","70.0","2"
"서울","강남구","수서동","","수서중학교","공립","73.5","71.4","72.6","72.5","2"
"서울","관악구","봉천동","","관악중학교","공립","73.5","82.1","77.6","77.7","0"
"경기","남양주시","오남읍","","오남중학교","공립","73.5","73.6","75.7","74.3","2"
"강원","평창군","진부면","하진부리","진부중학교","공립","73.5","57.1","58.4","63.0",""
"경남","창원시","마산합포구","해운동","해운중학교","공립","73.5","66.0","61.4","67.0","5"
"강원","횡성군","횡성읍","읍하리","대동여자중학교","사립","73.5","59.4","71.7","68.2",""
"세종","보람동","","","보람중학교","공립","73.5","70.4","77.0","73.6","6"
"세종","다정동","","","다정중학교","공립","73.5","82.0","70.3","75.3","9"
"충북","청원군","오송읍","만수리","오송중학교","공립","73.5","71.2","74.3","73.0","4"
"경기","고양시","일산동구","호수로","백석중학교","공립","73.5","68.3","71.2","71.0","8"
"경북","구미시","신평동","","구미신평중학교","공립","73.5","64.1","64.1","67.2","1"
"전남","강진군","강진읍","서성리","강진여자중학교","공립","73.5","73.9","73.4","73.6","0"
"경북","안동시","북후면","장기리","북후중학교","공립","73.5","70.8","79.3","74.5","0"
"강원","영월군","영월읍","영흥리","영월중학교","공립","73.5","72.9","74.4","73.6",""
"대전","서구","","","대전버드내중학교","공립","73.5","74.1","74.1","73.9","5"
"경기","용인시","기흥구","마북동","구성중학교","공립","73.5","77.4","73.5","74.8","5"
"경남","함안군","칠서면","무릉리","칠원중학교","사립","73.5","68.4","73.9","71.9","1"
"경기","화성시","향남읍","하길리","하길중학교","공립","73.5","67.2","69.1","69.9","0"
"부산","동구","","","부산서중학교","공립","73.5","64.5","67.2","68.4","0"
"전남","여수시","선원동","","여천중학교","공립","73.5","70.3","70.2","71.3","0"
"경남","진주시","가좌동","경상대학교","경상국립대학교사범대학부설중학교","","73.4","62.7","67.5","67.9","1"
"부산","사하구","장림동","산","영남중학교","사립","73.4","76.5","79.5","76.5","1"
"광주","남구","주월동","","주월중학교","공립","73.4","67.3","61.7","67.5","1"
"강원","고성군","거진읍","봉평리","거진중학교","공립","73.4","83.2","78.3","78.3",""
"광주","광산구","신창동","","광주진흥중학교","사립","73.4","71.2","76.1","73.6","1"
"충남","서천군","서천읍","군사리","서천여자중학교","공립","73.4","68.3","68.9","70.2","0"
"경북","포항시","북구","우현동","대동중학교","사립","73.4","61.1","69.4","68.0","0"
"경기","용인시","기흥구","상갈동","상갈중학교","공립","73.4","72.9","74.6","73.6","0"
"강원","춘천시","퇴계동","","대룡중학교","공립","73.4","67.7","60.4","67.2",""
"세종","소담동","","","글벗중학교","공립","73.4","73.0","71.5","72.6","1"
"경북","청도군","매전면","","매전중학교","공립","73.4","58.9","49.3","60.5","0"
"서울","서대문구","","","인창중학교","사립","73.4","80.7","81.5","78.5","2"
"충남","논산시","광석면","천동리","광석중학교","공립","73.4","55.8","58.0","62.4","0"
"서울","노원구","","","노일중학교","공립","73.4","83.3","75.3","77.3","2"
"인천","남동구","간석동","","간석여자중학교","공립","73.4","59.2","61.6","64.7","0"
"인천","계양구","계산동","","계산여자중학교","공립","73.4","66.2","66.7","68.8","9"
"충남","논산시","양촌면","남산리","건양대학교병설건양중학교","사립","73.4","66.2","64.7","68.1","0"
"경남","김해시","지내동","","활천중학교","공립","73.4","69.1","73.4","72.0","1"
"경기","오산시","금암동","","문시중학교","공립","73.4","71.7","76.1","73.7","1"
"경북","청도군","풍각면","송서리","풍각중학교","공립","73.4","69.1","72.9","71.8","0"
"경기","수원시","장안구","영화동","수원북중학교","공립","73.4","62.8","59.2","65.1","0"
"대구","달성군","유가읍","","포산중학교","공립","73.4","68.0","63.7","68.4","3"
"강원","삼척시","도계읍","","도계중학교","공립","73.4","76.0","68.6","72.7",""
"서울","노원구","","","상원중학교","공립","73.3","69.6","69.5","70.8","3"
"경기","안양시","만안구","","성문중학교","사립","73.3","66.0","62.2","67.2","1"
"전북","전주시","덕진구","","전주온고을중학교","공립","73.3","70.1","74.6","72.7",""
"경북","포항시","북구","기계면","기계중학교","공립","73.3","67.8","60.9","67.3","0"
"경북","경주시","시래동","","불국중학교","공립","73.3","62.5","51.6","62.5","1"
"충남","천안시","서북구","두정동","천안성성중학교","공립","73.3","68.4","68.0","69.9","2"
"경기","부천시","원미구","","심원중학교","공립","73.3","62.3","71.7","69.1","6"
"경남","양산시","북부동","","양산중학교","공립","73.3","74.1","67.0","71.5","1"
"전북","김제시","옥산동","","김제중앙중학교","공립","73.3","56.9","63.1","64.4",""
"서울","강북구","수유동","","인수중학교","공립","73.3","78.1","58.7","70.0","2"
"경기","부천시","소사구","송내동","부천여자중학교","공립","73.3","81.2","71.5","75.3","1"
"광주","서구","화정동","","광주서석중학교","사립","73.3","74.4","76.4","74.7","0"
"서울","구로구","오류동","","오남중학교","공립","73.3","76.4","66.5","72.1","4"
"강원","삼척시","자원동","","삼척중학교","공립","73.3","66.0","63.8","67.7",""
"서울","영등포구","","","당산중학교","공립","73.3","72.4","76.0","73.9","8"
"강원","춘천시","온의동","","남춘천중학교","공립","73.3","67.3","68.7","69.8",""
"경기","의정부시","녹양동","","녹양중학교","공립","73.3","69.8","71.9","71.7","3"
"경북","울진군","평해읍","월송리","평해중학교","공립","73.3","62.6","53.0","63.0","0"
"경남","창원시","마산회원구","회성동","합포여자중학교","공립","73.3","66.0","65.0","68.1","0"
"인천","","","","만수중학교","공립","73.2","71.6","67.6","70.8","1"
"충남","예산군","고덕면","대천리","고덕중학교","공립","73.2","66.4","59.9","66.5","0"
"경기","의정부시","","","신곡중학교","공립","73.2","76.4","73.8","74.5","5"
"경기","의정부시","가능동","","의정부여자중학교","공립","73.2","71.7","69.7","71.5","4"
"전북","정읍시","태인면","","태인중학교","사립","73.2","58.7","71.0","67.6",""
"경기","고양시","일산동구","풍동","풍산중학교","공립","73.2","71.8","68.5","71.2","7"
"울산","동구","방어동","","화암중학교","공립","73.2","77.5","71.7","74.1","2"
"울산","남구","신정동","","월평중학교","공립","73.2","72.2","72.2","72.5","2"
"경기","안산시","상록구","사동","시곡중학교","공립","73.2","61.0","76.6","70.3","1"
"경기","수원시","영통구","원천동","원천중학교","공립","73.2","75.5","77.8","75.5","0"
"인천","서구","연희동","","인천청라중학교","공립","73.2","69.1","74.6","72.3","19"
"전북","임실군","성수면","양지리","성수중학교","공립","73.2","64.5","71.5","69.7",""
"경기","양주시","백석읍","복지리","양주백석중학교","공립","73.2","68.4","63.8","68.5","0"
"경기","수원시","영통구","매탄동","매원중학교","공립","73.2","60.0","64.1","65.8","1"
"경기","시흥시","정왕동","","함현중학교","공립","73.2","69.4","70.5","71.0","3"
"경남","창원시","진해구","풍호동","동진여자중학교","공립","73.2","77.1","75.7","75.3","6"
"서울","은평구","","","덕산중학교","공립","73.2","74.8","68.2","72.1","1"
"광주","북구","문흥동","","문흥중학교","공립","73.2","63.4","69.2","68.6","0"
"전북","김제시","서암동","","덕암중학교","사립","73.1","58.5","67.8","66.5",""
"서울","강서구","","","등원중학교","공립","73.1","66.5","66.4","68.7","0"
"경북","포항시","남구","연일읍","영일중학교","사립","73.1","66.2","69.1","69.5","1"
"경북","경주시","감포읍","","감포중학교","공립","73.1","54.1","66.7","64.6","0"
"전남","완도군","노화읍","","노화중학교","공립","73.1","70.5","73.0","72.2","0"
"서울","은평구","갈현동","","선정중학교","사립","73.1","66.7","69.7","69.8","2"
"부산","사상구","학장동","","학장중학교","공립","73.1","75.5","75.3","74.6","2"
"전남","순천시","해룡면","신대리","순천삼산중학교","공립","73.1","73.8","73.9","73.6","2"
"전북","전주시완산구","","","전주용흥중학교","공립","73.1","65.5","66.9","68.5",""
"경기","시흥시","서울대학로","","배곧라라중학교","공립","73.1","77.0","69.1","73.1",""
"서울","광진구","","","광양중학교","공립","73.1","69.3","69.1","70.5","1"
"충북","청주시","서원구","수곡동","수곡중학교","공립","73.1","69.0","70.5","70.9","6"
"경북","영주시","가흥동","","영주여자중학교","공립","73.1","71.3","70.8","71.7","0"
"광주","광산구","소촌로","","정광중학교","사립","73.1","68.6","67.7","69.8","1"
"서울","성북구","","","삼선중학교","공립","73.1","76.1","77.2","75.5","5"
"전남","광양시","광양읍","우산리","광양중학교","공립","73.1","56.7","65.7","65.2","1"
"서울","강서구","화곡동","","화원중학교","공립","73.1","73.2","66.0","70.8","5"
"서울","구로구","고척동","","고척중학교","공립","73.1","73.0","77.5","74.5","1"
"인천","남구","도화동","","인화여자중학교","공립","73.1","63.9","65.2","67.4","2"
"경기","성남시","분당구","삼평동","삼평중학교","공립","73.1","72.1","70.6","71.9","3"
"광주","북구","일곡동","","일곡중학교","공립","73.1","65.3","75.4","71.3","2"
"제주","제주시","영평동","","신성여자중학교","사립","73.0","75.2","79.2","75.8","7"
"경기","고양시","일산서구","주엽동","한수중학교","공립","73.0","77.1","76.6","75.6","7"
"전북","전주시","덕진구","","전주솔빛중학교","공립","73.0","74.5","78.8","75.4",""
"충남","서산시","인지면","무학로","인지중학교","공립","73.0","76.1","70.4","73.2","0"
"경남","창원시","성산구","사파동","사파중학교","공립","73.0","68.1","77.7","72.9","0"
"충남","태안군","안면읍","창기리","창기중학교","공립","73.0","77.7","70.3","73.7",""
"경기","광주시","오포읍","양벌로","매양중학교","공립","73.0","67.4","63.3","67.9","0"
"강원","철원군","서면","","김화여자중학교","공립","73.0","58.4","57.7","63.0",""
"전북","익산시","부송동","","익산부송중학교","공립","73.0","70.4","74.1","72.5",""
"경기","광주시","오포읍","신현리","신현중학교","공립","73.0","71.1","71.9","72.0","1"
"경기","고양시","일산서구","","호곡중학교","공립","73.0","69.2","70.3","70.8","5"
"서울","광진구","","","자양중학교","공립","73.0","65.9","66.3","68.4","1"
"대구","달서구","","","용산중학교","공립","73.0","61.9","66.2","67.0","2"
"강원","원주시","문막읍","문막리","문막중학교","공립","73.0","65.9","62.0","67.0",""
"강원","평창군","평창읍","중리","평창중학교","공립","73.0","74.3","75.8","74.4",""
"충남","당진군","송산면","도문리","송산중학교","공립","73.0","66.9","65.0","68.3","0"
"대구","달서구","","","원화중학교","사립","73.0","71.7","69.2","71.3","9"
"경기","용인시","처인구","양지면","용동중학교","사립","73.0","69.1","73.6","71.9","3"
"경기","오산시","오산동","","운천중학교","공립","73.0","72.6","73.7","73.1","2"
"경북","영덕군","강구면","삼사리","강구중학교","공립","73.0","61.1","54.3","62.8","0"
"경북","예천군","용궁면","읍부리","용궁중학교","공립","73.0","75.0","72.0","73.3","0"
"제주","제주시","도련일동","","오름중학교","공립","73.0","72.1","69.3","71.5","0"
"광주","북구","","","서강중학교","사립","72.9","71.9","76.3","73.7","1"
"경기","수원시","장안구","율전동","율전중학교","공립","72.9","74.7","67.5","71.7","1"
"서울","용산구","보광동","","오산중학교","사립","72.9","73.1","72.9","73.0","1"
"경기","의정부시","호원동","","호원중학교","공립","72.9","72.1","75.2","73.4","7"
"경남","함안군","함안면","북촌리","함성중학교","사립","72.9","71.5","69.2","71.2","0"
"전남","목포시","양동","","목포정명여자중학교","사립","72.9","63.6","66.6","67.7","1"
"제주","제주시","애월읍","","귀일중학교","사립","72.9","72.0","57.7","67.5","0"
"인천","서구","가좌동","","제물포중학교","공립","72.9","73.3","66.8","71.0","5"
"충북","제천시","장락동","","내토중학교","공립","72.9","59.0","62.2","64.7","0"
"울산","울주군","온산읍","덕신리","온산중학교","공립","72.9","64.2","70.9","69.3","1"
"부산","북구","","","가람중학교","공립","72.9","67.9","72.1","71.0","0"
"경남","창원시","마산회원구","내서읍","내서중학교","공립","72.9","70.8","71.1","71.6","0"
"경남","창원시","마산회원구","","마산동중학교","공립","72.9","62.3","63.0","66.1","2"
"광주","광산구","월계동","","천곡중학교","공립","72.9","60.8","62.2","65.3","3"
"전북","전주시","완산구","","전주효문중학교","사립","72.9","62.4","70.8","68.7",""
"경기","동두천시","송내동","","송내중앙중학교","공립","72.9","69.1","69.8","70.6","1"
"경남","김해시","내동","","임호중학교","공립","72.9","57.7","68.0","66.2","3"
"전남","신안군","비금면","덕산리","비금중학교","공립","72.9","63.7","69.2","68.6","0"
"경남","양산시","물금읍","물금리","물금동아중학교","사립","72.8","70.2","69.6","70.9","4"
"경남","창원시","의창구","신월동","토월중학교","공립","72.8","66.0","65.2","68.0","3"
"서울","용산구","서계동","","배문중학교","사립","72.8","63.6","63.9","66.8","0"
"강원","원주시","무실동","","원주대성중학교","사립","72.8","64.7","75.0","70.8",""
"서울","성동구","","","성원중학교","공립","72.8","76.6","76.8","75.4","1"
"충북","청주시","청원구","율량동","주성중학교","공립","72.8","72.5","71.1","72.1","8"
"전남","신안군","지도읍","","지명중학교","공립","72.8","66.5","78.5","72.6","0"
"경북","영천시","문내동","","영천중학교","공립","72.8","65.6","65.0","67.8","1"
"경남","진주시","상봉동","","진주중학교","공립","72.8","56.8","65.0","64.9","2"
"인천","중구","답동","","송도중학교","사립","72.8","64.9","68.8","68.8","0"
"경남","창원시","진해구","청안동","안골포중학교","공립","72.8","61.3","69.7","67.9","7"
"인천","","","","청천중학교","공립","72.8","60.0","55.4","62.7","1"
"충북","보은군","회인면","중앙리","회인중학교","공립","72.8","71.6","61.1","68.5","0"
"경기","고양시","덕양구","호국로","성사중학교","공립","72.8","72.8","68.4","71.3","4"
"경북","구미시","송정동","","송정여자중학교","공립","72.8","70.2","79.8","74.3","3"
"대구","북구","읍내동","","교동중학교","공립","72.7","65.3","71.7","69.9",""
"경남","진주시","평거동","","진주제일중학교","공립","72.7","65.3","73.8","70.6","2"
"충북","청주시","흥덕구","송절동","송절중학교","공립","72.7","72.9","69.4","71.7","3"
"부산","사상구","덕포동","","신라중학교","사립","72.7","69.1","67.4","69.7","0"
"경북","경주시","현곡면","오류리","화랑중학교","공립","72.7","67.3","67.1","69.0","8"
"경기","여주시","북내면","신접리","여강중학교","사립","72.7","64.7","68.8","68.7","0"
"경기","용인시","기흥구","보라동","나곡중학교","공립","72.7","69.2","73.6","71.8","1"
"인천","옹진군","연평면","","연평중학교","공립","72.7","83.3","83.2","79.7","0"
"충남","청양군","남양면","구룡리","동영중학교","사립","72.7","64.5","72.0","69.7","0"
"충남","아산시","실옥동","","온양신정중학교","공립","72.7","59.2","65.9","65.9","3"
"서울","서대문구","","","홍은중학교","공립","72.7","72.0","62.5","69.1","2"
"경북","구미시","선산읍","이문리","선산중학교","공립","72.7","65.5","67.9","68.7","0"
"경북","청도군","금천면","동곡리","금천중학교","공립","72.7","66.7","68.9","69.4","0"
"서울","성동구","옥수동","","옥정중학교","공립","72.7","73.6","75.6","74.0","2"
"제주","서귀포시","하효동","","효돈중학교","공립","72.7","71.1","59.9","67.9","0"
"경기","부천시","원미구","상동","상도중학교","공립","72.7","57.5","74.8","68.3","1"
"부산","강서구","성북동","","덕문중학교","공립","72.7","69.7","71.2","71.2","0"
"부산","수영구","광안동","","동수영중학교","사립","72.7","71.6","74.3","72.9","3"
"서울","은평구","","","연천중학교","공립","72.7","73.8","66.4","71.0","0"
"부산","남구","","","분포중학교","공립","72.7","81.8","79.4","78.0","11"
"부산","서구","","","대신여자중학교","사립","72.6","73.8","80.0","75.5","6"
"강원","정선군","고한읍","","고한중학교","공립","72.6","60.3","65.2","66.0",""
"경남","창원시","마산합포구","진전면","진전중학교","공립","72.6","60.7","65.3","66.2","0"
"경북","구미시","봉곡동","","경구중학교","사립","72.6","66.2","69.7","69.5","0"
"경남","창원시","성산구","대방동","안남중학교","공립","72.6","68.6","78.7","73.3","3"
"경기","파주시","조리읍","봉일천리","봉일천중학교","공립","72.6","75.5","74.7","74.3","1"
"경기","고양시","일산동구","중산동","안곡중학교","공립","72.6","67.1","73.0","70.9","5"
"인천","계양구귤현동","","","계양중학교","공립","72.6","67.1","74.4","71.4","2"
"전북","정읍시","흑암동","","배영중학교","사립","72.6","63.4","72.0","69.3",""
"강원","삼척시","미로면","하거노리","미로중학교","공립","72.6","64.8","63.0","66.8",""
"경남","사천시","정동면","화암리","사천여자중학교","공립","72.6","78.3","77.4","76.1","3"
"광주","광산구","선암동","","선운중학교","공립","72.6","67.1","72.8","70.8","4"
"경남","양산시","북정동","","삼성중학교","공립","72.6","53.8","45.6","57.3","0"
"서울","관악구","신림동","","미성중학교","공립","72.6","73.5","77.2","74.4","3"
"경기","의정부시","민락동","","부용중학교","공립","72.6","71.7","66.4","70.2","10"
"서울","은평구","구산동","","구산중학교","공립","72.6","61.9","64.5","66.3","1"
"인천","남동구","","","상인천여자중학교","공립","72.6","61.7","58.5","64.3","2"
"서울","강남구","압구정동","","신사중학교","공립","72.6","74.4","70.5","72.5","5"
"경북","문경시","모전동","","문경여자중학교","공립","72.6","67.0","70.5","70.0","0"
"전남","고흥군","포두면","","포두중학교","공립","72.5","70.4","70.2","71.0","0"
"경남","창원시","성산구","반지동","창원중앙중학교","공립","72.5","78.0","65.3","71.9","3"
"서울","마포구","성미산로","","경성중학교","사립","72.5","55.8","70.4","66.2","0"
"부산","남구","","","대연중학교","공립","72.5","68.7","74.3","71.8","3"
"서울","마포구","신수동","","신수중학교","공립","72.5","80.9","70.6","74.7","5"
"충북","영동군","황간면","황간로","새너울중학교","공립","72.5","65.8","65.6","68.0","0"
"전북","익산시","부송동","","원광중학교","사립","72.5","69.3","75.2","72.3",""
"전북","고창군","고창읍","덕산리","고창중학교","공립","72.5","71.0","76.5","73.3",""
"서울","동대문구","장안동","","동국대학교사범대학부속중학교","사립","72.5","75.0","70.2","72.6","2"
"충남","천안시","동남구","신방동","천안신방중학교","공립","72.4","73.1","71.5","72.3","6"
"전남","여수시","관문동","","여수아리울중학교","공립","72.4","66.4","63.8","67.5","1"
"경남","거제시","하청면","하청리","하청중학교","공립","72.4","66.4","69.7","69.5","0"
"경기","용인시","수지구","동천동","손곡중학교","공립","72.4","70.5","72.2","71.7","3"
"충북","청주시","상당구","용암동","용암중학교","공립","72.4","70.1","70.9","71.1","3"
"경북","칠곡군","약목면","복성리","약목중학교","공립","72.4","59.8","68.5","66.9","0"
"부산","부산진구","전포동","","부산동중학교","사립","72.4","72.0","74.3","72.9","1"
"대구","북구","복현동","","성화중학교","사립","72.4","69.4","70.6","70.8","5"
"제주","제주시","구좌읍","세화리","세화중학교","공립","72.4","74.3","69.6","72.1","0"
"경북","포항시","북구","득량동","양학중학교","공립","72.4","62.7","66.1","67.1","2"
"대구","달서구","이곡동","","성지중학교","공립","72.4","70.9","74.7","72.7","2"
"경기","동두천시","","","생연중학교","공립","72.4","72.8","66.0","70.4","0"
"전남","순천시","석현동","","순천향림중학교","공립","72.4","63.5","68.4","68.1","0"
"충남","천안시","동남구","성황동","천안북중학교","공립","72.3","61.1","63.6","65.7","0"
"경기","수원시","권선구","권선동","남수원중학교","공립","72.3","77.3","70.5","73.4","9"
"전북","남원시","보절면","신파리","보절중학교","공립","72.3","60.7","69.3","67.4",""
"경북","구미시","무을면","무등리","무을중학교","공립","72.3","84.0","90.8","82.4","0"
"경북","포항시","북구","장성동","장흥중학교","공립","72.3","66.2","65.3","67.9","3"
"충북","충주시","칠금동","","칠금중학교","공립","72.3","62.7","67.0","67.3","0"
"강원","화천군","하남면","위라리","화천중학교","공립","72.3","66.4","61.7","66.8",""
"경기","평택시","비전동","","신한중학교","사립","72.3","72.8","71.8","72.3","0"
"전남","보성군","득량면","","득량중학교","사립","72.3","72.4","72.4","72.4","0"
